! ("！")
" ("“”")
lkai ("四下" "罡" "睼" "𦋳" "𦋨" "𦉬")
lkaj ("羇" "黬" "𪒹" "𪒯" "𪑇" "𦍉" "𦌰" "𦊴" "𦊛" "𡚎")
lkak ("罪恶" "𪒩" "𥇫")
lkan ("四百" "睤")
lkao ("𫅺")
lkar ("刚烈" "四列" "𪿄")
lkau ("四平")
lkav ("四日游")
lkaw ("𥁔")
lkax ("𪐸" "𦌣" "𦊓" "𦊃")
lkay ("四万")
lkaz ("䀻" "𪐭" "𪐚" "𥀿")
lkb ("署" "𦉷" "𥆼")
lkba ("刚巧")
lkbb ("罣" "𪒖" "𪑭" "𦋅")
lkbd ("罻" "𫅾" "𡭀")
lkbi ("罫")
lkbj ("黠" "𪒧")
lkbk ("䵢" "𦋠" "𦊎")
lkbm ("署")
lkbr ("𪐬")
lkbu ("黑" "睪" "矘" "𪒻")
lkbw ("𢥽" "𢜧")
lkby ("四起")
lkbz ("罢" "𫅲" "𪓂" "𪒝" "𪑅" "𦊂")
lkc ("罪" "𦊄" "𥇪")
lkcl ("𪒑")
lkcm ("𪒠" "𪒆")
lkcu ("罵")
lkcx ("𪒙" "𥊴")
lkd ("刚" "剛")
lkdl ("𥍄")
lkdm ("刚才")
lke ("罼")
lkeb ("罼" "𦌂")
lkec ("羈" "𦋊")
lked ("四十" "𦉴")
lkee ("𪑖")
lkef ("𪑞" "𦋡")
lkeh ("𦥁")
lkej ("罟" "䍛")
lkel ("置" "罱" "𪒰" "𪑮")
lkem ("罪孽")
lkeo ("𪑩" "𦍂" "𦌔")
lkeq ("四散")
lker ("𪓃" "𪒌")
lkeu ("䍢")
lkex ("羁" "𪯟" "𪔒" "𦌖" "𢻧" "𢻡")
lkez ("黮")
lkf ("髁" "𥇬")
lkfa ("䍒" "𦊚")
lkfb ("黫" "𪑨")
lkff ("罧")
lkfg ("𦌚")
lkfk ("䍣" "𢆦")
lkfq ("𦊵")
lkfu ("四楼")
lkfw ("𪒜")
lkfy ("𫅻")
lkg ("𫅴")
lkgb ("𦌋")
lkgd ("四大" "𪑾" "𦉼")
lkgg ("𪒽" "𪑣" "𩖂" "𩕾")
lkgi ("罘")
lkgj ("四面" "𦊾")
lkgl ("羃" "𥆞" "𢅄")
lkgp ("黪")
lkgq ("𦊽" "𤓅")
lkgr ("𥆄")
lkgs ("默" "𪐥" "𤢜" "𤢕")
lkgu ("𪑀" "𥇡")
lkgx ("𧶶")
lkgz ("䍔")
lkhc ("𦊺")
lkhd ("𦉱")
lkhh ("𦋈")
lkhi ("䍓")
lkhk ("𠞵")
lkho ("𣡯")
lkhp ("𣂿")
lkhr ("黖")
lkhs ("𪑆")
lkhv ("四成")
lkhx ("𦊿" "𦊐")
lkhz ("黗" "𪒥" "𪐶")
lki ("岬")
lkic ("眒")
lkid ("𡬺")
lkig ("䫳")
lkii ("𦊆")
lkij ("點" "四点")
lkik ("劅" "㓻")
lkil ("𪑷" "𪑴" "𪑳" "𦋾")
lkim ("罞" "𣀈")
lkin ("𩁍")
lkir ("歜" "鸀")
lkix ("斀" "𣀇")
lkiy ("𨞕" "𨝪")
lkj ("𠰝")
lkja ("罭" "𪒃" "𪑝" "𪐪")
lkjb ("瞠" "四围")
lkjd ("𪓁")
lkje ("黭" "𪒈")
lkjf ("䵲" "𥊲")
lkjh ("𥊼")
lkji ("𦍈" "𦌭")
lkjj ("𫅼")
lkjk ("黥" "𥋓")
lkjm ("𦌉" "𥋇")
lkjn ("𦌹" "𦊼")
lkjq ("罥" "羂")
lkjr ("瞏" "睘" "𪒣" "𦍆" "𦌾" "𦌊")
lkjs ("𦌠")
lkju ("㸃" "𪒘")
lkjx ("𪒸" "𦊔")
lkjy ("𪑒")
lkk ("體" "幌")
lkka ("䵣" "𪒇" "𦊥")
lkkb ("罿" "䵯" "𡎯")
lkkc ("罪")
lkkd ("四时" "𦋂")
lkke ("罩" "羄" "𪒤")
lkkf ("刚果" "罺")
lkkg ("䁸" "䁜" "𪒾" "𪒬" "𦊫")
lkkk ("䵬" "䍝" "𦌵" "𦌒" "𦋿")
lkkl ("黸")
lkkm ("𣯉" "𡮳")
lkkn ("𩀚")
lkkp ("𦌦")
lkkq ("𪑊" "𥍕")
lkkr ("䳴" "𪑦" "𣣴")
lkku ("𪒢")
lkkv ("则是" "眔" "𥄳")
lkkw ("遝" "罳" "𢝮")
lkkz ("罨" "黤" "𫝟" "𪒎" "𦌁" "𦋸" "𥍔")
lkl ("帽" "𥈆" "𥄲")
lklb ("四周")
lklc ("罝")
lkld ("𦊤")
lkle ("𪑃")
lklf ("𦌮")
lklg ("岫岩" "奰" "𪓆" "𡚤" "𡚇" "𡙷")
lklk ("刚刚" "罾" "䵳" "𫅽" "𪒟" "𡮨")
lkll ("黷" "䚑" "𦌷" "𦋹" "𡶩")
lklm ("𥋗")
lkln ("𩴬" "𩀺")
lklo ("買" "黰" "𧹒")
lklr ("鷶")
lklt ("𦌿")
lklu ("𤐍" "𤐁")
lklx ("𥊑")
lklz ("䍠" "𪒭" "𪒪" "𪒔" "𥈬")
lkm ("縣" "眇" "𧵁")
lkmc ("睲")
lkme ("四千")
lkmf ("𪑶" "𦊜")
lkmh ("𪐠" "𪐞")
lkmi ("䍥" "𪓀" "𦋪")
lkmj ("𪑜")
lkml ("𪿟" "𪿊" "𪒦")
lkmm ("𦋋")
lkmn ("𫝡" "𩙽")
lkmr ("𫜿" "𪒓" "𪑄" "𪃧" "𪃦")
lkms ("眾")
lkmv ("眼光短浅")
lkmy ("四季" "𪐜" "𦋤" "𦊑")
lkmz ("四星级" "黣" "䍙")
lknb ("𪑺" "𪐾")
lknd ("四川" "𪐻")
lkni ("䍜")
lknk ("𪒳" "𦌶")
lkno ("四份")
lknr ("四化" "𫅳" "𪈰")
lkns ("四倍")
lknt ("罪魁")
lknw ("邏")
lknx ("𪒊" "𪑁")
lkny ("刚健")
lknz ("𦋍")
lko ("𦉵" "𡭨")
lkoa ("𦋶")
lkob ("四会")
lkoe ("𦌃")
lkof ("𪒗" "𪑂")
lkog ("𪓇")
lkoi ("罪行" "𦌇")
lkoj ("𪑌")
lkok ("𪐳")
lkol ("帽徽")
lkom ("𪑏")
lkon ("𪑹" "𪐱" "𦍀")
lkoo ("眾" "𪒫" "𪑚")
lkop ("黲" "𪐲" "𦌫" "𦌀")
lkoq ("𪒮")
lkor ("黢" "䍟")
lkos ("黵" "罖" "𧮀" "𦌽")
lkou ("𤒭")
lkow ("𫝠" "𪐸" "𦌣" "𦊓")
lkoy ("四分")
lkp ("𫅹")
lkpd ("𪑋")
lkpl ("𪒐")
lkpp ("𦋯")
lkpq ("𪒋")
lkps ("罛")
lkpy ("罦")
lkq ("睄" "䁌" "𦚋" "𦊈")
lkqe ("四肢")
lkqk ("𦋞")
lkqo ("同盟会")
lkqq ("𪑍")
lkqr ("𣱍")
lkqs ("𪐟")
lkqv ("四月")
lkqy ("罪犯")
lkr ("赐" "賜" "𩶊")
lkra ("𦌡" "𦌅")
lkrb ("𪒼")
lkrd ("㝶")
lkre ("𢍧")
lkrf ("内紧外松" "𪑽")
lkrg ("𩕪" "𡗽")
lkri ("蜀" "四处" "四外" "𫏕")
lkrj ("罪名" "𦌕" "𦊲" "𦊒")
lkrk ("𪑕" "𦌥" "𤳷")
lkrl ("四角")
lkrm ("𪐿" "𦌬" "𢸇")
lkrn ("䍤")
lkro ("睗" "䁑" "䵮" "䵰")
lkrp ("𪓊" "𦋒")
lkrq ("𦋲")
lkrr ("罷" "黟" "鹮" "㱎" "䴉" "䵪" "𦌸" "𦊁" "𥇊" "𠤩")
lkrs ("罗" "䵠" "䍕" "𪓄" "𪑲" "𦌅" "𦋥" "𦉹")
lkru ("羆")
lkrw ("還" "逻")
lkry ("黦" "䵥" "㔥" "䍖" "𦉶" "𥈎")
lkrz ("𪐯")
lks ("詈")
lksa ("罪证")
lksc ("罜" "𪐴")
lksd ("罸")
lksg ("刚毅")
lksh ("𦉾")
lksi ("𫅿" "𪵠")
lksk ("罚" "罰" "黯" "罯" "𦊸" "𠟟")
lksl ("䁿" "𪑥" "𥊷")
lksn ("𫅷")
lkso ("𪒄")
lksq ("𪐦")
lkss ("𧮀" "𧭿" "𦌽")
lksu ("𦊢")
lksx ("黔" "䍚" "𪑑" "𦊃")
lksy ("四方" "𪓈")
lksz ("𪑗" "𦍁" "𦌈")
lkte ("斣")
lktg ("罪状" "黩")
lktx ("䍡")
lku ("幞" "𥋙")
lkub ("墨" "䵭" "𪐢")
lkuc ("瞨" "𪒿")
lkud ("𪒶")
lkue ("黚" "𪑰" "𢍰")
lkuf ("四米" "䍘")
lkug ("四类" "䵨" "𪒛" "𪑸" "𪑫" "𪐤" "𪐝")
lkuh ("黓")
lkui ("𪐙")
lkuj ("䵱")
lkuk ("罽" "䵞" "𪒲" "𦌧" "𦋺")
lkul ("𪒂" "𪑈" "𪐵" "𥂮")
lkum ("斁" "𪒉" "𪐺" "𪐫" "𦌙")
lkun ("罹" "𩁇")
lkuo ("𥇏")
lkup ("𪑙")
lkuq ("𪐮" "𪐟")
lkur ("鸅" "歝" "㱄" "𪐼" "𪆤" "𦌗")
lkut ("𪒏")
lkuu ("𪑓" "𪐩" "𪐗" "𩼄" "𦌪" "𦋴" "𦋎")
lkuw ("䵴" "𫝤")
lkux ("𪑉" "𦋰")
lkuy ("罤" "𪐣" "𪐛" "𪐘" "𨝾" "𦌢" "𦋓" "𥊽")
lkuz ("䵝" "𦅔")
lkvd ("山盟海誓")
lkvm ("四海" "墨水笔")
lkvr ("𫅶")
lkw ("懸" "崽")
lkwa ("𪑬")
lkwd ("罪过")
lkwh ("𪒴")
lkwj ("𥊰")
lkwl ("𪑎")
lkwq ("𪐨")
lkwr ("黕" "𪒱")
lkws ("𦍇")
lkwx ("四通" "𦌡")
lkwy ("四边" "𦊳")
lkwz ("䁙")
lkx ("岿")
lkxb ("刚劲" "𪑼" "𪑯")
lkxd ("𪓉")
lkxh ("𪑱")
lkxi ("𪐧")
lkxj ("峭壁")
lkxk ("𪒡" "𪑠" "𨾄" "𦋏")
lkxl ("𪒒")
lkxm ("𪑻")
lkxw ("𪑡")
lkxx ("赐予" "罬")
lkxz ("𦋣" "𡢑")
lkya ("帽子" "幌子")
lkyf ("贴邮票")
lkyh ("罠")
lkyj ("刚强")
lkyk ("罶")
lkym ("𪐹" "𦋷")
lkyp ("𦋆")
lkys ("𧭿" "𧪔" "𤭺")
lkyx ("𦋉")
lkyy ("翾" "𦒬" "𦒡" "𦑲" "𥅫")
lkz ("瞜" "𥉹")
lkzd ("𦋝")
lkzf ("𪑧" "𪑘")
lkzg ("𥍎")
lkzh ("𪓅")
lkzj ("𡤔")
lkzk ("𪾊" "𪑔" "𦌟")
lkzl ("𦋽")
lkzm ("瞜")
lkzn ("羅" "䍦")
lkzr ("𦊷")
lkzs ("羉")
lkzu ("罴" "𥌁")
lkzx ("𦌩")
lkzy ("刚好" "黝" "𦊏")
lkzz ("黜" "䍗" "𪑿" "𪐷" "𦍄" "𦋦" "𠚢")
ll ("山")
lla ("甖")
llab ("默默无声")
llad ("𡷎")
llae ("岸" "屽" "岍" "㟁" "𥈪" "𡸫" "𡷛" "𡵃")
llag ("山顶" "嵿" "㠓" "𡺪" "𡷪")
llah ("鹦鹉")
llai ("山下" "崼" "㟵" "𪩔" "𪨱" "𡶛" "𡴶" "𡴵")
llaj ("崎" "峇" "山歌" "岢" "﨑" "嵜" "峆" "嵅" "㟢" "㟃" "㞹" "㟷" "𧯶" "𡼪" "𡹣")
llak ("嵗" "𡻷" "𠝦")
llal ("崙" "崘" "𡶺" "𡵤")
llam ("嶐")
llan ("𡽶" "𡻼" "𡻂" "𡶾")
llao ("𠔞")
llaq ("𡵐" "𡵂")
llar ("岌岌可危")
llat ("默默无闻")
llau ("岼" "𡽮")
llax ("𪩋" "𡼘" "𡷴" "𡷧")
llay ("𡥏")
llaz ("崴" "㞻" "𡾞" "𡷬")
llb ("𥅆")
llbb ("崖" "崕" "嶳" "𥊅" "𡸔" "𡷅" "𡒑")
llbd ("峙" "崶" "嶎" "亗" "嵵" "崻" "𪩪" "𡻄")
llbg ("嶢" "嶤" "𡽧" "𡼔")
llbh ("山城")
llbi ("峠" "屸" "㞬" "𡵄")
llbj ("睭" "㟘")
llbk ("崃" "峘" "㠒" "㓽" "𡺟" "𡸼" "𡶎")
llbl ("𡻃" "𡺭")
llbm ("𥌓" "𢽠" "𡼦" "𡺐")
llbo ("㞿")
llbp ("𣂫")
llbr ("崁" "峔" "岏" "𫜃" "𪅁" "𣣗" "𡷗" "𡷑" "𡶰" "𡵧")
llbu ("峡" "嶧" "䁺" "䁫" "𡿓" "𡼡" "𡻢")
llbv ("山地" "崄" "𡸃")
llbx ("山坡")
llby ("𨝡" "𡼞" "𡷸" "𡷙")
llbz ("山坳" "崿" "嶀" "㠋" "㟧" "𡾀" "𡼰" "𡼙" "𡼑" "𡹻" "𡹱" "𡹆" "𡹄" "𡷃" "𡶹")
llce ("㟖" "𡷟")
llch ("嶯")
llci ("㠦" "𡾿" "𡵞")
llcl ("𧡁")
llcm ("巖" "巌" "巗" "𥍛" "𥋔" "𢽠" "𡻶" "𡻈")
llcq ("崝" "𡸺")
llcr ("㠡")
llcx ("𪩮" "𡸨" "𡸘")
llcz ("𡷝")
lld ("眮" "𥄞")
llde ("㟛")
lldm ("𡺵")
lldn ("嶊")
lldq ("山势" "𡷠")
lldr ("𫜉")
lle ("賟" "𢌲")
llea ("𡻞")
lleb ("崜" "崋" "㠏" "𪩤" "𡻸" "𡻞" "𡶑")
llec ("𡸷")
llef ("𡽼")
lleg ("𩓤" "𡸳")
lleh ("𪩥")
llej ("崌" "崮" "岵" "崓" "𠰛")
llek ("㟙" "𡽼" "𡽞" "𡶭")
llel ("山南" "𪩓" "𡼝" "𡸽" "𡸜" "𡸆")
llen ("嶻" "𡽱")
lleo ("睓" "𡶵")
llep ("𪩨")
lleq ("𡼼")
ller ("嵌" "㠤" "㠌" "𪂢" "𡿝")
lles ("㟐")
lleu ("𡻠")
llex ("岐" "悬崖勒马" "𪨵" "𤿣" "𡽂" "𡹉")
llez ("嵁" "𪩃" "𦉍" "𡺯")
llf ("崾" "𪳰" "𡵬")
llfa ("𡽒")
llfb ("峬" "㟽")
llfd ("山村" "嶟" "𪩞" "𪩚" "𡷾")
llff ("山林" "山麓" "崊" "㟳" "𡿌" "𡼨" "𡻥" "𡹇")
llfg ("嶿" "𡼓")
llfh ("𡺄")
llfj ("山西" "𡷽" "𡶼")
llfk ("崠" "崬" "㠧" "𡿐" "𡷖")
llfl ("𡷼" "𡷻")
llfm ("𡾉")
llfn ("𡾜")
llfp ("嶄" "嶃" "𡽻")
llfv ("𡸹")
llfx ("山根")
llfy ("嶏")
llfz ("崾" "𡸲" "𡸗")
llg ("岩" "𥇷" "𡶌")
llga ("岯")
llgb ("峚" "𪩍" "𡾑" "𡶂" "𡊽")
llgd ("眏" "𥈀")
llge ("㟸" "𡷓")
llgf ("輋" "𦓞" "𣞏" "𣖃" "𡿛" "𡿈")
llgg ("顓" "颛" "屵" "𡾷" "𡾏" "𡽷")
llgh ("𪩇" "𡷰")
llgi ("㞸")
llgk ("剬" "𡾡")
llgl ("耑" "峏" "㟓" "𪩌" "𩨮" "𡼴")
llgm ("㟌" "𣁋" "𢽡" "𡺝" "𡶨")
llgn ("峤" "嵟" "𥉁" "𡾖" "𡽛")
llgo ("崸" "𡺋")
llgp ("㟥")
llgq ("崤" "峟")
llgr ("屼" "歂" "䳪" "𡿙" "𡵔" "𡵉" "𡵈")
llgs ("嶽" "獃" "巘" "巚" "瞁" "㟮" "𪩩" "𤟮" "𡽣" "𡻑" "𡹼" "𡸒")
llgt ("𦓣")
llgu ("炭" "𥋭")
llgw ("遄")
llgx ("嵈" "𥈫" "𥈍" "𡵢")
llgy ("峓" "峞" "峗" "𡼟")
llgz ("峵" "𡶱" "𡵦" "𡵓")
llh ("峸" "𦣟")
llhb ("峌" "𡻕" "𡷨")
llhg ("峣")
llhh ("嶘" "㟞" "𪩰" "𡸚")
llhi ("岈" "𡵥")
llhj ("𡶆" "𡶅")
llhk ("山东" "岽" "㟭")
llhm ("𪭪" "𪩙" "𢧮" "𡶙" "𡶔")
llho ("山区" "岖" "𧰙" "𡼠")
llhp ("崭")
llhx ("岠")
llhy ("峸" "峫" "𡷫")
llhz ("㞽" "𪨺" "𡶁")
llii ("𧔮" "𣦣")
llij ("岾")
llik ("㠊" "𠜿")
llil ("𡷚")
llim ("峳" "𢽗" "𡹰")
llio ("嶼" "㠘" "𡾐")
lliq ("𡹲")
lliv ("山上")
llix ("敱" "㪜" "𢿁" "𢾋" "𢽃" "𡾂" "𡼋" "𡵨" "𠭏")
lliy ("嶲" "𪩗" "𡼕" "𡵋" "𡵊")
llj ("𥈓")
llja ("山口")
lljd ("嶹" "𡼢")
llje ("𡾘" "𡹮")
lljf ("𡷵")
lljg ("嶑" "𪩯" "𡿃" "𡾆")
llji ("嵹" "㞲" "𡷿")
lljj ("目瞪口呆" "嶇" "嵓" "巆" "𡾙" "𡻵" "𡻫" "𡹯")
lljk ("岗哨" "𩉘" "𡽊" "𡼮" "𡼩" "𡹡" "𡹞")
lljl ("嵩" "嶠" "嵪" "㠐" "𡽝" "𡻖" "𡹎" "𡸿")
lljm ("𢾷" "𡾭" "𡽫" "𡼱" "𡺨" "𡹤" "𡸙")
lljn ("嶉" "巏")
lljo ("𪉻" "𡸴" "𡶈")
lljq ("𡷡")
lljr ("山路" "岲" "䁵" "㟋" "𪩉" "𥌡" "𡿢" "𡽡" "𡽏" "𡼭" "𡻨" "𡸊" "𡷭" "𡶢")
lljs ("㠔")
llju ("豈" "嶝" "嵦" "䁗" "𡽍")
lljw ("𪩛")
lljx ("𡸪" "𡷮")
lljy ("崞" "𡻮")
llk ("崼" "㞱")
llka ("嵖" "𡾺" "𡶽")
llkb ("山野" "埊" "㠥" "㠉" "𨤪" "𡿂" "𡽯" "𡺍" "𡺉")
llkd ("𠞋")
llke ("嶂" "㠆" "𥋽" "𡼬" "𡼤" "𡼒")
llkf ("𡻝" "𡸖")
llkg ("嶩" "㠇" "𩓻" "𡻟")
llkh ("嵔" "㟪" "𡾠" "𡾟")
llki ("岬" "岫" "峀" "𡶚")
llkk ("嶆" "崉" "嶚" "嶛" "𪩁" "𣋎" "𡾪" "𡾍" "𡾋" "𡾊" "𡶿")
llkl ("㠠" "𡻾")
llkm ("𪩈" "𡼧" "𡵯")
llko ("峺")
llkq ("峭" "𡹌")
llkr ("嶱" "嵑" "㠅" "𡾨" "𡾝")
llks ("𡽜" "𡹋")
llku ("嶪" "嶫" "𤎚" "𡼷" "𡸈")
llkv ("山水" "汖" "𪩔" "𥉀" "𡵰")
llkw ("崽" "𡾅")
llkx ("岿" "𡹧")
llkz ("崡" "崦" "嶁" "㟺" "𪩢" "𪩐" "𥋁" "𡿜" "𡿔" "𡻱" "𡻭" "𡹶" "𡹛" "𡸾")
lll ("瞐" "𥉞")
lllb ("𡻉" "𡷌" "𡎨")
lllc ("岨")
llld ("岗" "崗" "峒" "峝" "㟠" "𡸍" "𡸀" "𡶤" "𡶝")
llle ("山巅")
lllg ("岟" "㟨" "𩓼" "𡾗" "𡻦" "𡻌" "𡺌" "𡹊")
lllj ("𡺩" "𡹬")
lllk ("崱" "嶵" "嶒" "㠑" "㔒" "𪩫" "𡿘" "𡾽" "𡾓" "𡼾" "𡼳" "𡺢")
llll ("屾" "岀" "山岗" "崇山峻岭" "𧢧" "𢄄" "𢃷" "𡷈")
lllm ("𢿗" "𢽸")
llln ("䂂")
lllo ("山岭" "嵮" "䁲" "𪩊" "𥋻" "𡽆" "𡻗" "𡹾" "𡶀")
lllq ("峥嵘岁月" "骨肉同胞" "𦞄")
lllr ("山峰" "岘" "峴" "𪈥" "𪂓" "𡷹")
lllt ("𪩲")
lllw ("𡾢" "𡻋")
lllx ("悬崖峭壁" "𥊿" "𡻩")
llly ("酅" "𡺕")
lllz ("嵎" "巊" "巁" "𪩟" "𥍈" "𥌽" "𡾸" "𡽇" "𡼁" "𡺥")
llm ("峨")
llma ("㞺")
llmb ("𡵜")
llmc ("𡾬")
llme ("巐" "㞰" "𡹴")
llmf ("骨髓移植" "嵥" "𡶲")
llmg ("岆" "𩓵" "𥈏" "𡾫")
llmh ("峨" "峩" "嶬" "㠖" "𡽥" "𡻍")
llmi ("岞" "岝" "㠣")
llmj ("峼")
llmk ("峲" "𪩅" "𡸉")
llml ("𡽾" "𡽳" "𡺗")
llmm ("嵼" "𡻬")
llmo ("𡵲")
llmp ("嵃")
llmr ("𪈱" "𡺏")
llms ("岋" "岌" "𥆹")
llmu ("𪩑" "𡻻" "𡺘")
llmw ("𡶉")
llmy ("屹" "峁" "崺" "㟹" "𪩱" "𪨼" "𪨶" "𪨲" "𡼅" "𡺇" "𡸬" "𡶫" "𡶊")
llmz ("崣" "𥌭" "𡿆" "𡾥" "𡹜")
lln ("瞿")
llnc ("崲" "𪩖" "𩧚" "𡻇")
llnd ("山川" "𡵅")
llne ("崥" "𡻛" "𡺾" "𡸠")
llnf ("嵲" "㠎" "㠍" "𡺼")
llnh ("巀" "戵" "𢎖" "𡾃")
llni ("崔" "瞿" "𡹐")
llnj ("嵬" "㟴" "𥋳")
llnk ("岶" "㟲" "㟶" "㟫" "𡺙")
llnl ("巂" "雟" "𧢩" "𥍋" "𡿀")
llnm ("氍" "𣯯")
llnn ("𩁯")
llno ("𡶯")
llnp ("𣃖")
llnr ("山货" "鸜" "䳽" "𡺷" "𡸣" "𡸢")
llns ("岗位" "𡾵" "𡾲" "𡾦" "𡽕" "𡽁" "𡸏")
llnu ("嶕" "嶣")
llnw ("𡾶")
llnx ("矍" "䂄" "㠛" "㟬" "𡾼" "𡾧" "𡻁" "𡸬" "𡶫" "𡵫")
llny ("𨟠" "𡾈" "𡺺")
llo ("買" "𥆘")
llob ("㟇" "𡼀" "𡸄" "𡓮")
lloc ("峑")
llod ("㞤" "㞥" "𥄋")
lloe ("崒" "崪" "𡽔" "𡻆" "𡷶")
llog ("巅" "巔" "巓")
lloi ("嵷" "嵸" "峜" "𪩄")
lloj ("峪" "嵱" "𡾰")
llok ("㠟" "𡼫" "𡹒")
llol ("㠝" "𥋬" "𡻲" "𡺬" "𡺊")
llom ("𡸂" "𡷣")
llon ("岕" "𪩭" "𥜺" "𡸻" "𡵚")
lloo ("山谷" "峽" "嶮" "崍" "峧" "𡿡" "𡾱" "𡽗" "𡻯" "𡺛" "𡹽" "𡸋" "𡷯" "𡵝" "𡵛")
llop ("嵺" "嵾" "㠁" "𡽦" "𡽟" "𡽐" "𡻪")
lloq ("嵴")
llor ("峻" "崚" "嵕" "巎" "巙" "嵏" "𪨷" "𪌨" "𡿟" "𡾴" "𡽀" "𡼽" "𡼹" "𡼇" "𡻴" "𡺿" "𡺲" "𡹃" "𡶣")
llos ("嶦" "𦓗" "𡷁" "𡶖" "𡶍")
llot ("𡺎")
llou ("𡼶")
llow ("岭" "岺" "𪩋")
lloy ("岎" "㟟" "𪩜" "𢁃" "𡼌" "𡸐" "𡵳" "𡥐" "𠨤")
lloz ("崧" "㟣" "𡽭" "𡹽" "𡵴")
llp ("崟" "崯")
llpc ("𡹑")
llpd ("岓" "岴" "𡶦" "𡵱")
llpe ("𡽎")
llpf ("𡸯")
llpk ("嶓" "𠟁" "𠝉")
llpl ("𡻿")
llpn ("𨿻" "𡾾" "𡺫")
llpp ("𣃒")
llpr ("嶔" "嵚" "𡼲")
llps ("𡶜")
llpx ("崢" "岅" "𡸵")
llpy ("㟊")
llpz ("㟎")
llq ("岄")
llqb ("山脚")
llqd ("㞦" "㞩")
llqe ("𡵵")
llqf ("山腰" "𡷔")
llqi ("嵐" "𡺤")
llqk ("崳" "嵛" "剻" "𡹺")
llqm ("嶶" "𢼸")
llqo ("岚")
llqq ("崩" "𪨻" "𧢛" "𡼜" "𡹔" "𡵷")
llqs ("山脉" "𡼈" "𡴿")
llqy ("䣙" "𡺮" "𡴿")
llr ("睍")
llrb ("𪩎" "𡻰")
llrc ("峰" "峯" "𡻹" "𡻀" "𡷄")
llrd ("婴儿" "嶈" "𪿐" "𡺃")
llre ("㟆" "𡸝")
llrf ("𡸇")
llrg ("𪩝")
llrh ("㞴")
llri ("𥋛")
llrj ("峈" "岣" "峉" "㟯" "𪩕" "𡽘" "𡺀" "𡷂")
llrk ("刿" "崏" "峋" "峢" "峛" "嶜" "㟜" "𡺸" "𠝀")
llrl ("巑" "崅" "𥋬" "𡿍" "𡻅")
llrm ("嶙" "𡿠" "𡿑" "𡽤" "𡼵" "𡹷" "𡶷" "𡶶")
llrn ("𡽉" "𡺓" "𡸞")
llro ("崵" "岉" "㰞" "𥌖" "𡾕" "𡼍" "𡸑")
llrp ("𡿥")
llrq ("𡼆")
llrr ("崑" "崐" "内罗毕" "𥆢" "𡽙" "𡽀" "𡻴" "𡻣" "𡺿" "𡺲" "𡹃")
llrs ("岁" "巉" "岻" "㞮" "𥋥" "𡿣")
llrt ("峂" "𡶞")
llru ("巈" "𡾮")
llrw ("𪛂" "𡾳")
llrx ("峥")
llry ("山色" "岇" "𡺱" "𡸥" "𡶟" "𡶄" "𡵙")
llrz ("嶋" "嶌" "嵨" "𪄙" "𪄊" "𡵺")
lls ("訔")
llsc ("嵀" "𡸌" "𡷜")
llse ("峷" "㟿")
llsf ("𡿗" "𡾹")
llsh ("𡵀")
llsi ("巃" "巄" "𪨸")
llsj ("㟝" "𡻓")
llsk ("峕" "𡺞" "𡺈")
llsl ("山峦")
llsm ("𡽄" "𡶴")
llso ("㟰" "㞵" "㞶" "𡵌")
llsq ("𡷲" "𡵻")
llsr ("㠢" "𪈡" "𪈖")
llsu ("岦" "𡶧")
llsw ("𡹸" "𡷢")
llsx ("岑" "崀" "岒" "㟍" "𥆱" "𡼘" "𡻔" "𡷴" "𡷧")
llsy ("孼" "巕" "𥈮" "𡿒" "𡾤" "𡦯" "𡦣")
llsz ("巕")
lltb ("山庄")
llte ("嵙" "㞳" "㟕")
lltg ("山头" "𡾇")
lltr ("嵊")
lltu ("𡾌")
lltx ("𪩠" "𡼂")
llub ("嵯" "嵳" "䁼" "𡽓" "𡶡")
lluc ("山羊" "嶪" "嶫" "㟄")
llud ("㠚" "𡽵")
llue ("骶髂关节" "𡾛")
lluf ("崷" "𫃤" "𡺚")
llug ("顗" "嵄" "㠗" "𩓈" "𡾣")
lluh ("巇" "𢧾")
lluj ("𡼎")
lluk ("剴" "𡸱")
llul ("覬" "㠃" "𡻘")
llum ("敳" "嶬" "𪑛" "𢾡" "𡺹")
llun ("𩀡")
lluo ("煛" "𡵼" "𡵖")
lluq ("凱" "颽" "𣪱" "𡼈")
llus ("𣁗")
lluu ("㟱" "𤈹" "𡽽" "𡹖")
llux ("嵰" "𢅢" "𠮍")
lluy ("㟡" "𡸩")
lluz ("嵝" "𪩘")
llva ("山河")
llvb ("𡷍")
llve ("山洪" "𡼗")
llvi ("𡷉")
llvr ("山沟" "𪩂")
llvs ("㟈")
llvt ("山涧")
llvv ("䀠")
llw ("辿" "㞫" "𥉄")
llwa ("嵉" "𡺣" "𡹂")
llwb ("崇" "崆" "瞾" "𥊠" "𡽿" "𡹝" "𡸶")
llwd ("𥋫" "𡹦")
llwe ("山寨")
llwf ("嵘" "嶸" "㟦" "𡾚" "𡽅" "𡺠")
llwg ("嶺" "㠙" "𡽹")
llwh ("𡽩" "𡼛" "𡼄" "𡻜" "𡹭")
llwl ("崹" "巋" "嵽" "𡻺" "𡺂" "𡹫" "𡹠" "𡹙")
llwm ("㟉" "𡶮" "𡵘")
llwn ("𪩡")
llwo ("岤")
llwp ("𡹢")
